"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","场景分类","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例","执行方式","合入阶段","执行人","责任人","自动化-是否已实现"
"1653049","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/工作区(#116131)","","窗口标题显示","","1. 进入启动器，检查终端在桌面的名称
2. 启动终端，检查终端窗口标题显示","1. 显示“终端”
2. “当前终端标题-终端”形式显示","1. 
2.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","7","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653041","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/快捷键(#116133)","","[009]终端快捷键","","1. 打开终端，键盘按Ctrl+Shift+？
2. 正常窗口模式下，键盘按Ctrl+Shift+？
3. 雷神窗口模式下，键盘按Ctrl+Shift+？","1. 显示快捷键，松开键盘快捷窗口不消失；快捷键文案显示与需求一致
2. 快捷键显示在窗口中间
3. 快捷键显示在屏幕中间","1. https://pms.uniontech.com/testcase-view-1653041-1-testtask-71183.html
2. 
3.","自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","15","3","失败","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","陈依","","",""
"1653025","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","输入名称","","1. 点击添加自定义命令
2. 进入窗口后，直接点击取消
3. 自定义名称输入一般个数的汉字或者字母或数字
4. 自定义名称输入过长的汉字或者字母或数字
5. 输入特殊字符：*&！@#￥等
6. 输入汉字、字母、数字、特殊字符混合体","1. 进入添加命令窗口
2. 回到添加命令栏，退出窗口
3. 可以正常输入
4. 超过32字符，输入框允许输入，点击“保存”时，Tips提示框提示“名称长度不得超过32个字符”
5. 可正常输入
6. 可正常输入","1. 
2. 
3. 
4. 
5. 
6.","自动化","2","功能测试","","功能测试阶段","正常","0","4","6","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653023","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","输入命令","","1. 点击添加自定义命令
2. 分别点击取消/右上角x/按esc键
3. 命令栏输入一般个数的汉字/字母/数字
4. 命令栏输入过多个数的汉字/字母/数字
5. 输入特殊字符：！！@#￥%&等
6. 输入字母、数字、汉字、特殊字符混合命令","1. 弹出自定义命令添加窗口
2. 退出窗口，新建取消，回退到到添加命令栏
3. 可正常输入
4. 可正常输入，超过32字符，输入框允许输入
5. 可正常输入
6. 可正常输入","1. 
2. 
3. 
4. 
5. 
6.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段
门禁测试阶段","正常","2","20","6","通过","熊能","2024-07-19","胡戬","2026-01-29","1","","","","胡诗敏","","",""
"1653021","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","键入快捷键","","1. 点击添加自定义命令
2. 分别点击取消 、右上角x;
3. 鼠标点击快捷键栏输入栏，键盘只敲字母或者数字符号
4. 鼠标点击快捷键输入栏，键盘敲入ctrl/alt/shift+字母/符号
5. 鼠标点击快捷键输入栏，键盘敲入ctrl+shift/alt+字母/符号
6. 鼠标点击快捷键输入栏，键盘敲入ctrl+tab+字母/符号
7. 鼠标点击快捷键输入栏，键盘敲入ctrl+shift/alt+双字符
8. 鼠标点击快捷键输入栏，键盘敲入ctrl/shift/alt+字母/数字","1. 弹出添加自定义窗口
2. 退出添加窗口，回到添加自定义栏
3. 不能正常敲入
4. 可以正常敲入且显示正常
5. 可以再次敲入且显示正常
6. 提示“快捷键Ctrl+Tab已被占用，请重新设置”
7. 只能敲入单字符
8. 可以正常敲入","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","自动化","2","功能测试","","功能测试阶段","正常","0","4","8","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653019","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","添加约束","","1. 点击添加自定义命令
2. 不输入命令名称，其他正常输入，点击添加
3. 不输入相应命令，其他正常输入，点击添加
4. 不敲入快捷键，其他正常输入，点击添加","1. 弹出添加自定义窗口
2. 添加失败，命令名称是必须输入项
3. 添加失败，命令输入框是必须输入项
4. 添加成功，快捷键不是必须输入项","1. 
2. 
3. 
4.","自动化","2","功能测试","","功能测试阶段","正常","0","3","4","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653017","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","自动粘贴","","1. 终端输入命令如deepin-music，选中不执行
2. 右键选中自定义命令-添加自定义命令-弹出添加框
3. 输入命令名称，点击保存
4. 对上述新建的命令进行编辑","1. 命令处于选中状态
2. 选中的命令会自动粘贴到命令输入框中
3. 保存成功
4. 可以正常编辑，未出现异常","1. 
2. 
3. 
4.","自动化","2","功能测试","","功能测试阶段","正常","1","3","4","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653015","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","搜索","","1. 终端右键自定义命令
2. 不输入任何字符直接enter搜索
3. 输入只有命令名称字符的搜索字符
4. 输入只含有命令内容字符的搜索字符
5. 输入只含有命令快捷键的搜索字符
6. 分别单独搜索同一字母的大写和小写
7. 搜索后点击向前箭头
8. 分别对自定义命令的命令名称和具体命令进行搜索","1. 右侧开启自定义命令栏
2. 搜索失败，必须输入相应字符
3. 可以按命令名称搜索
4. 可以按命令内容进行搜索
5. 可以按命令快捷键进行搜索
6. 两次搜索结果完全一致，搜索不区分大小写
7. 回到自定义命令列表
8. 都能搜索到，只要有一项匹配即可","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","自动化、门禁","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","8","8","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653013","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","编辑成功","","1. 进入自定义命令列表，任选一个自定义命令点击编辑
2. 输入自定义名称，点击保存
3. 粘贴输入字符，点击保存
4. 输入命令，点击保存
5. 粘贴输入命令，点击保存
6. 修改快捷键，点击保存","1. 弹出编辑窗口
2. 修改成功，列表中名称改变
3. 修改成功，可以正常粘贴输入
4. 修改成功，列表中不显示具体命令，故列表无变化
5. 修改成功，可以正常粘贴输入
6. 修改成功，列表中快捷键改变","1. 
2. 
3. 
4. 
5. 
6.","自动化","2","功能测试","","功能测试阶段","正常","0","3","6","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653009","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","删除","","1. 自定义列表任选某自定义命令，点击编辑
2. 点击删除命令，在弹框界面点击确定
3. 点击删除命令，在弹框界面取消","1. 弹出编辑窗口
2. 成功删除此自定义命令；列表中下一个自定义命令上移，顺序正常改变
3. 删除失败，列表信息未变","1. 
2. 
3.","自动化","2","功能测试","","功能测试阶段","正常","0","3","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653007","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","运行","","1. 新建自定义命令:名称：深度音乐  命令：deepin-music    快捷键：crtl+p（或者无）点击添加
2. 终端中键盘敲入ctrl+p（有快捷键的情况下）
3. 进入终端自定义命令列表，点击名为深度音乐的命令
4. 修改命令为sayonara（未安装的软件或者服务），修改名称为测试，保存
5. 终端中键盘敲入ctrl+p（有快捷键的情况下）
6. 进入终端自定义命令列表，点击名为测试的命令
7. 进入远程服务器后，点击自定义命令，查看软件显示","1. 成功添加到自定义命令列表
2. 成功开启深度音乐
3. 系统成功开启深度音乐
4. 修改成功
5. 不会开启相应服务或者软件
6. 没有开启服务或这软件，终端有相应信息提示
7. 在远程服务器上也可以正常运行自定义命令","1. 
2. 
3. 
4. 
5. 
6. 
7.","通用、自动化、门禁","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","8","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653003","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","开启","","1. 终端右键菜单-自定义命令
2. 点击终端上方设置-自定义命令
3. alt+Ins","1. 成功开启自定义命令模块
2. 成功开启自定义命令模块
3. 成功开启自定义命令模块","1. 
2. 
3.","自动化","2","功能测试","","功能测试阶段","正常","0","2","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1653001","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/自定义命令(#116137)","","[008]隐藏","","1. 开启自定义命令模块后，鼠标点一下终端","1. 自定义命令模块自动隐藏","1.","自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","12","1","通过","熊能","2024-07-19","Bot-Helper","2026-05-27","1","","","","陈依","","是",""
"1652989","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X(#116091)","","正常窗口","","1. 首次打开终端，检查窗口显示
2. 检查正常窗口显示
3. 修改窗口大小，关闭窗口，重新打开","1. 显示为正常窗口，居中显示
2. 圆角窗口，显示默认标签栏
3. 窗口大小被记录，居中显示","1. 
2. 
3.","自动化","2","功能测试","","功能测试阶段","正常","0","3","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652983","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X(#116091)","","全屏窗口","","1. 打开终端，右键选择全屏或者快捷键F11
2. 点击退出全屏按钮","1. 窗口显示为全屏，显示标签栏，右上角依次显示菜单栏、退出全屏、关闭按钮
2. 窗口退出全屏","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","0","5","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","胡诗敏","","",""
"1652981","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X(#116091)","","[005]雷神窗口显示","","1. 右键dock上终端图标，选择雷神终端
2. 检查默认雷神窗口显示
3. 鼠标拖拽窗口底部
4. 检查最大窗口高度
5. 退出雷神窗口（Alt+F2），再次打开","1. 打开雷神终端
2. 使用屏幕的1/3的高度；标签工作区等按钮显示在下方
3. 可以修改窗口高度
4. 最大高度不超过屏幕高度的2/3
5. 记录上次修改的高度","1. 
2. 
3. 
4. 
5.","自动化","1","功能测试","","功能测试阶段","正常","4","10","5","通过","熊能","2024-07-19","Bot-Helper","2026-05-27","1","","","","胡诗敏","","是",""
"1652979","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X(#116091)","","雷神窗口切换","","1. 使用快捷键 Alt+F2调出雷神窗口
2. 再次按Alt+F2
3. 雷神窗口没有获取焦点时，首次按Alt+F2
4. 再次按Alt+F2
5. 雷神窗口在其他工作区显示时，按Alt+F2
6. 关闭窗口特效，检查步骤5的结果
7. 雷神窗口在其他工作区隐藏时，按Alt+F2","1. 显示雷神窗口且被选中
2. 雷神窗口被隐藏
3. 不会隐藏雷神窗口；是聚焦到雷神窗口
4. 隐藏雷神终端（只有焦点在雷神窗口时，才会隐藏窗口）
5. 会自动切换到雷神终端所在工作区
6. 自动切换到雷神终端所在工作区
7. 把雷神窗口从其他工作区拉到当前工作区并显示","1. 
2. 
3. 
4. 
5. 
6. 
7.","自动化","2","功能测试","","功能测试阶段","正常","0","4","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","胡诗敏","","",""
"1652977","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X(#116091)","","windowmod","","1. 终端输入deepin-terminal  --help
2. 终端输入deepin-terminal -m normal
3. 终端输入deepin-terminal -m  fullscreen
4. 终端输入deepin-terminal -m  maximum
5. 终端输入deepin-terminal -m splitscreen
6. 终端输入deepin-terminal -m xxx（非上述四个参数）
7. 终端输入deepin-terminal -m","1. 参数中有-m  --window-mode ，规定终端启动的窗口模式并有参数选项（noraml、fullscreen、maximum、splitscreen）
2. 开启另一个终端，正常窗口
3. 开启另一个终端，全屏
4. 弹出另一个终端，最大化窗口
5. 弹出另一个终端，分屏窗口
6. 系统应有错误提示，且不弹出相应窗口
7. 系统应有相应提示信息，且不弹出窗口","1. 
2. 
3. 
4. 
5. 
6. 
7.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","6","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","胡诗敏","","",""
"1652975","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X(#116091)","","优先级","","1. 终端设置中设置窗口启动为全屏模式，右侧上方设置中点击关闭;新建窗口;
2. 终端输入deepin-terminal -m normal","1. 新建的窗口为全屏模式
2. 弹出的窗口为正常窗口","1. 
2.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","9","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652969","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","[019]设置","","1. 进入终端，菜单栏点击设置选项
2. 弹出设置窗口后，点击右上角的x按钮，查看软件显示　　
3. 弹出设置窗口后，按ESC键，查看软件显示　","1. 弹出设置界面
2. 设置窗口会自动关闭
3. 设置窗口会自动关闭","1. 
2. 
3.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","8","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652967","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","[010]切换主题","","1. 进入终端，菜单栏点击主题选项
2. 切换主题选项为浅色主题
3. 切换主题选项为跟随系统
4. 三个主题之间多次来回切换","1. 默认选项为深色
2. 终端主题颜色为浅色
3. 终端主题颜色跟随系统变化
4. 切换主题终端显示无异常","1. 
2. 
3. 
4.","1040、自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","20","4","通过","熊能","2024-07-19","Bot-Helper","2026-04-30","1","","","","陈依","","是",""
"1652965","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","帮助","","1. 进入终端，菜单栏点击帮助选项
2. 打开终端后，按Ｆ１，查看软件显示
3. 浏览帮助内容，以及文案、插图显示
4. 弹出帮助文档后，点击右上角的x按钮，查看软件显示","1. 进入帮助界面
2. 弹出帮助信息界面
3. 浏览正常，文案、插图显示正确
4. 帮助信息显示正确","1. 
2. 
3. 
4.","1040、自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","12","4","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652963","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","关于1","","1. 进入终端，菜单栏点击关于选项
2. 软件弹出属性对话框后，用鼠标移动属性对话框，查看对话框显示","1. 弹出关于界面
2. 可以用鼠标移动属性对话框","1. 
2.","自动化","2","功能测试","","功能测试阶段
产品验收测试","正常","0","3","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652961","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","关于2","","1. 打开终端，点击右上角的设置－关于，软件显示
2. 查看关于窗口内容是否显示正确
3. 打开关于窗口后点击右上角的x按钮，查看窗口显示
4. 打开关于窗口后按ESC键，查看窗口显示
5. 打开关于窗口后按Alt+F4，查看窗口显示","1. 软件会自动弹出关于窗口
2. 关于窗口内容显示正确
3. 关于窗口会自动关闭
4. 对话框会自动关闭，支持ESC退出
5. 关于窗口会自动关闭","1. 
2. 
3. 
4. 
5.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","8","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652959","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","链接","","1. 打开终端，点击右上方的设置-关于
2. 点击www.chinauos.com","1. 弹出关于窗口
2. 成功进入uos官网网站","1. 
2.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","0","8","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652957","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","[007]最大化还原","","1. 点击最大化窗口
2. 点击还原
3. 设置dock位置，检查终端各个按钮：最大化、关闭等按钮是否正常","1. 窗口最大化显示
2. 窗口恢复最大化之前的大小
3. 工作正常","1. 
2. 
3.","通用、自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","10","3","通过","熊能","2024-07-19","胡诗敏","2024-08-27","1","","","","游伟","","",""
"1652955","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","[006]最小化","","1. 打开默认窗口大小，点击最小化
2. 再次点击图标
3. 最大化窗口时点击最小化
4. 点击图标","1. 窗口被隐藏
2. 窗口正常显示
3. 窗口被隐藏
4. 窗口最大化显示","1. 
2. 
3. 
4.","通用、自动化","1","功能测试","","功能测试阶段","正常","0","6","4","通过","熊能","2024-07-19","Bot-Helper","2026-05-27","1","","","","游伟","","是",""
"1652953","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","关闭","","1. 打开多个窗口，点击关闭
2. 打开2个窗口，然后最小化，点击dock上图标；在预览中点击关闭1个窗口","1. 当前窗口被关闭
2. 窗口被关闭，剩下一个窗口显示正常","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","1","4","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652949","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面右上角菜单栏(#116141)","","主菜单主题","","1. 打开终端，主菜单点击主题，切换深色
2. 主菜单切换跟随系统主题
3. 打开多个终端窗口，在有弹框界面，切换主题","1. 终端窗口显示深色主题
2. 终端窗口显示跟随系统变化
3. 弹框字体显示正常","1. 
2. 
3.","自动化","2","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","12","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652945","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主界面工作区显示(#116143)","","删除工作区","","1. 打开终端，鼠标移动到工作区标签
2. 点击x按钮
3. 打开终端并创建很多工作区后，使用快捷键Ctrl+Shift+W，查看软件显示
4. 打开终端并创建多个分屏，使用快捷键Ctrl+D，查看软件显示
5. 打开终端并创建很多工作区后，点击右键－关闭工作区，查看软件显示","1. 工作区名称旁会显示x按钮
2. 删除当前的工作区，终端直接退出
3. 软件会关闭其他的工作区
4. 软件会自动关闭当前的分屏
5. 软件会自动关闭当前的工作区","1. 
2. 
3. 
4. 
5.","1040、自动化","2","功能测试","","功能测试阶段","正常","0","4","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652943","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/启动终端(#116145)","","启动器启动","","1. 打开启动器，在启动器中点击终端图标，查看软件显示
2. 打开启动器，在启动器中选中终端图标，点击右键－打开，查看软件显示","1. 终端正常启动
2. 终端正常启动","1. 
2.","自动化、门禁","2","功能测试","","功能测试阶段
冒烟测试阶段
门禁测试阶段","正常","0","10","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652935","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/启动终端(#116145)","","[003]快捷键启动","","1. 按快捷键Ctrl+Alt+T，查看系统显示
2. 进入控制中心-键盘和语言-快捷键-修改终端启动快捷键，再使用新快捷键启动，查看系统显示","1. 可以正常启动终端
2. 可以正常启动终端","1. 
2.","自动化","2","功能测试","","功能测试阶段","正常","1","7","2","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","胡诗敏","","",""
"1652911","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/标签页移动(#116155)","","内置主题显示以及功能","","1. 打开终端，点击主菜单进入主题
2. 鼠标焦点悬浮在主题菜单项
3. 鼠标焦点离开时
4. 按键盘上、下键切换到主题菜单项
5. 鼠标左键选择或键盘按下“enter”键
6. 再次进入主题
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 显示浅色、深色、跟随系统、Elementary、Empathy、Tomorrow night blue、Bim、Freya、Hybrid、Ocean dark、Deepin、Ura、One light；默认主题是深色、跟随系统与内置主题之间有分割线
2. 终端主题跟随变化
3. 还原之前主题配色
4. 终端窗口主题跟随变化
5. 设置主题成功
6. 当前主题菜单项前显示“勾选”状态","1. 
2. 
3. 
4. 
5. 
6.","1040一期需求、门禁","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","14","6","通过","熊能","2024-07-19","Bot-Helper","2026-05-26","1","","","","陈依","","是",""
"1652909","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/标签页移动(#116155)","","拖动标签页位置","","1. 打开终端，只有一个标签页
2. 新建标签页，标签页数量大于1个，选中一个标签页图标
3. 按住鼠标左键，拖拽此标签页图标
4. 释放鼠标左键
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 不支持拖动切换位置
2. 标签页被选中
3. 标签页图标跟随鼠标移动位置，标签页图标在标签栏拖动过程中，拖动到其他标签页位置时，需显示与当前标签的交换动画显示
4. 拖拽的标签页移动到鼠标释放的位置
（有程序运行完成后，标签字体变色，拖动过程不影响标签文字颜色）","1. 
2. 
3. 
4.","1040一期需求、自动化","1","功能测试","","功能测试阶段
冒烟测试阶段","正常","1","10","4","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652903","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/标签页移动(#116155)","","普通窗口标签页拖拽到新窗口","","1. 打开终端（只有一个标签页），选择标签页按住鼠标左键，拖拽此标签页图标，鼠标位置拖动到标签栏外
2. 新建2个窗口，如：窗口1(包含至少1个标签A)和窗口2(包含至少1个标签B)，选中窗口2的标签B，按住鼠标左键，拖拽此标签页图标到窗口1的标签栏，释放鼠标左键
3. 新建一个含有>=2个标签页的窗口，选中其中一个标签(比如标签B)，按住鼠标左键，拖拽此标签页图标，不在其他终端窗口的标签栏上释放鼠标左键
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 缩略图出现时，窗口消失；释放鼠标左键窗口显示正常
2. 显示与该位置的插入标签的动画，拖拽的标签页移动到鼠标释放的位置； 窗口2标签B销毁，窗口1包含标签A和标签B
3. 新建一个终端窗口且该窗口为激活状态
Notes:标签拖拽后，标签本身绑定的数据格式等信息需要同步","1. 
2. 
3.","1040二期需求","1","功能测试","","功能测试阶段","正常","0","4","3","阻塞","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","陈依","","",""
"1652899","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/雷神窗口动画效果(#116157)","","雷神窗口动画效果","","1. 键盘按Alt+F2/Dock栏打开雷神窗口（默认高度）
2. 输入任意命令，如ss，拖动雷神窗口到最大，键盘按Alt+F2/Dock栏隐藏雷神窗口
3. 再次键盘按Alt+F2/Dock栏打开雷神窗口
4. 拖动雷神窗口到最小，键盘按Alt+F2/Dock栏隐藏雷神窗口
5. 切换Dock栏位置为上/下/左/右
6. 关闭窗口特效操作以上1~4步骤
7. 雷神窗口中做分屏，拖动分屏分割线
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 展开显示动画效果，时间在0.3~0.5s之间
2. 收起显示动画效果，动画效果与展开相反，时间在0.3~0.5s之间
3. 展开显示动画效果，时间在0.3~0.5s之间
4. 收起显示动画效果，动画效果与展开相反，时间在0.3~0.5s之间
5. 展开收起动画显示正确，时间在0.3~0.5s之间
6. 展开收起动画显示正确，时间在0.3~0.5s之间
7. 不存在动画效果
Notes:操作手速过快，在动画时，导致雷神窗口可以拉伸问题，目前不考虑；
动画时，雷神窗口可以输入信息，不影响使用，目前不考虑；","1. 
2. 
3. 
4. 
5. 
6. 
7.","1040二期需求","2","功能测试","","功能测试阶段","正常","0","3","7","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652893","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主题/自定义主题(#116159)","","自定义主题主题风格","","1. 打开终端，进入自定义主题弹框界面
2. 点击浅色单选按钮
3. 再次点击深色单选按钮
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 默认主题风格是深色；预览效果窗口标题栏显示深色
2. 浅色按钮被选中；预览效果窗口标题栏显示浅色
3. 深色按钮被选中；预览效果窗口标题栏显示深色","1. 
2. 
3.","1040三期需求","2","功能测试","","功能测试阶段","正常","0","6","3","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
"1652891","统信桌面操作系统 V25(#493)","/V25_2500（测试部专用）/B类解耦商店应用/终端/104X/主题/自定义主题(#116159)","","自定义主题前景颜色控件功能","","1. 打开终端，进入自定义主题对话框，检查前景色控件默认颜色显示
2. 点击前景色控件
3. 取色板中选择某一个颜色，点击“确定” 按钮
4. 点击自定义主题界面“确定” 按钮
5. 点击自定义主题界面“取消”按钮
Notes:测试时一并测试触摸屏、触控板、键盘交互","1. 默认  “绿色” （0x00FF00）
2. 弹出取色板
3. 取色板页面关闭，返回到自定义主题弹出框界面；预览效果前景色颜色显示与选择的一致
4. 保存自定义主题的更改设置；自定义主题弹出框关闭，自定义主题被激活
5. 取消本次自定义主题更改，自定义主题弹出框关闭，取消本次操作","1. 
2. 
3. 
4. 
5.","1040三期需求","2","功能测试","","功能测试阶段","正常","0","6","5","通过","熊能","2024-07-19","胡诗敏","2024-08-21","1","","","","游伟","","",""
